Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q2,0.0443974,2178.488
High level industry groups,Education and training,SG01RSC02B01C09,2008Q2,0.0458169,2231.126
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q2,0.0593084,2856.212
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q2,0.0338098,1694.364
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q2,0.0739731,3592.901
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q3,0.0500112,2723.993
High level industry groups,Mining,SG01RSC02B01A02,2008Q3,0.0223216,968.998
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q3,0.1238288,5621.825
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q3,0.0309301,1462.002
High level industry groups,Construction,SG01RSC02B01B03,2008Q3,0.0571028,2783.371
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q3,0.0497964,2677.790
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q3,0.0616141,3049.359
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q3,0.0390825,2075.001
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q3,0.0300480,1457.746
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q3,0.0478479,2657.569
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q3,0.1322278,6230.022
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q3,0.0978833,4737.646
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q3,0.0443974,2144.475
High level industry groups,Education and training,SG01RSC02B01C09,2008Q3,0.0458169,2237.946
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q3,0.0593084,2867.772
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q3,0.0338098,1664.482
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q3,0.0739731,3554.465
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2008Q4,0.0500112,2797.353
High level industry groups,Mining,SG01RSC02B01A02,2008Q4,0.0223216,901.879
High level industry groups,Manufacturing,SG01RSC02B01B01,2008Q4,0.1238288,5247.008
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2008Q4,0.0309301,1448.814
High level industry groups,Construction,SG01RSC02B01B03,2008Q4,0.0571028,2671.648
High level industry groups,Wholesale trade,SG01RSC02B01C01,2008Q4,0.0497964,2617.250
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2008Q4,0.0616141,3015.980
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2008Q4,0.0390825,2041.534
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2008Q4,0.0300480,1453.630
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2008Q4,0.0478479,2704.049
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2008Q4,0.1322278,6274.010
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2008Q4,0.0978833,4757.497
High level industry groups,Public administration and safety,SG01RSC02B01C08,2008Q4,0.0443974,2183.998
High level industry groups,Education and training,SG01RSC02B01C09,2008Q4,0.0458169,2252.178
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2008Q4,0.0593084,2908.066
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2008Q4,0.0338098,1660.094
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2008Q4,0.0739731,3532.934
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q1,0.0500112,2823.623
High level industry groups,Mining,SG01RSC02B01A02,2009Q1,0.0223216,935.547
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q1,0.1238288,5085.450
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q1,0.0309301,1450.944
High level industry groups,Construction,SG01RSC02B01B03,2009Q1,0.0571028,2756.977
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q1,0.0497964,2503.679
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q1,0.0616141,2947.016
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q1,0.0390825,1938.846
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q1,0.0300480,1469.928
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q1,0.0478479,2751.340
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q1,0.1322278,6332.491
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q1,0.0978833,4677.784
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q1,0.0443974,2186.275
High level industry groups,Education and training,SG01RSC02B01C09,2009Q1,0.0458169,2273.823
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q1,0.0593084,2919.725
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q1,0.0338098,1592.757
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q1,0.0739731,3470.955
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q2,0.0573699,2837.805
High level industry groups,Mining,SG01RSC02B01A02,2009Q2,0.0212145,949.051
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q2,0.1074381,5077.967
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q2,0.0311595,1518.462
High level industry groups,Construction,SG01RSC02B01B03,2009Q2,0.0561070,2731.487
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q2,0.0506700,2470.651
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q2,0.0620275,2974.713
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q2,0.0407088,1928.316
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q2,0.0303436,1488.972
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q2,0.0570892,2766.751
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q2,0.1314608,6379.189
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q2,0.0943074,4591.432
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q2,0.0448326,2177.239
High level industry groups,Education and training,SG01RSC02B01C09,2009Q2,0.0472533,2289.750
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q2,0.0613948,2967.040
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q2,0.0337841,1664.136
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q2,0.0728389,3529.666
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q3,0.0573699,2796.428
High level industry groups,Mining,SG01RSC02B01A02,2009Q3,0.0212145,1134.847
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q3,0.1074381,5102.843
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q3,0.0311595,1486.473
High level industry groups,Construction,SG01RSC02B01B03,2009Q3,0.0561070,2716.845
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q3,0.0506700,2440.740
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q3,0.0620275,2997.758
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q3,0.0407088,1937.462
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q3,0.0303436,1484.169
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q3,0.0570892,2780.115
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q3,0.1314608,6387.582
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q3,0.0943074,4575.997
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q3,0.0448326,2130.739
High level industry groups,Education and training,SG01RSC02B01C09,2009Q3,0.0472533,2300.570
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q3,0.0613948,3005.870
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q3,0.0337841,1612.653
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q3,0.0728389,3562.940
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2009Q4,0.0573699,2793.119
High level industry groups,Mining,SG01RSC02B01A02,2009Q4,0.0212145,1011.415
High level industry groups,Manufacturing,SG01RSC02B01B01,2009Q4,0.1074381,5343.365
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2009Q4,0.0311595,1534.858
High level industry groups,Construction,SG01RSC02B01B03,2009Q4,0.0561070,2749.985
High level industry groups,Wholesale trade,SG01RSC02B01C01,2009Q4,0.0506700,2460.827
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2009Q4,0.0620275,3041.105
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2009Q4,0.0407088,2001.149
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2009Q4,0.0303436,1458.677
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2009Q4,0.0570892,2787.805
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2009Q4,0.1314608,6404.235
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2009Q4,0.0943074,4546.497
High level industry groups,Public administration and safety,SG01RSC02B01C08,2009Q4,0.0448326,2233.918
High level industry groups,Education and training,SG01RSC02B01C09,2009Q4,0.0472533,2306.281
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2009Q4,0.0613948,2980.515
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2009Q4,0.0337841,1632.490
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2009Q4,0.0728389,3532.646
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q1,0.0573699,2746.632
High level industry groups,Mining,SG01RSC02B01A02,2010Q1,0.0212145,1032.163
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q1,0.1074381,5401.627
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q1,0.0311595,1531.322
High level industry groups,Construction,SG01RSC02B01B03,2010Q1,0.0561070,2727.926
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q1,0.0506700,2496.822
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q1,0.0620275,3067.570
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q1,0.0407088,2058.039
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q1,0.0303436,1478.591
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q1,0.0570892,2784.630
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q1,0.1314608,6434.528
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q1,0.0943074,4669.591
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q1,0.0448326,2190.185
High level industry groups,Education and training,SG01RSC02B01C09,2010Q1,0.0472533,2306.882
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q1,0.0613948,3001.229
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q1,0.0337841,1671.432
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q1,0.0728389,3564.489
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q2,0.0657131,2549.354
High level industry groups,Mining,SG01RSC02B01A02,2010Q2,0.0205293,1025.127
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q2,0.1081702,5308.600
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q2,0.0311646,1561.580
High level industry groups,Construction,SG01RSC02B01B03,2010Q2,0.0538754,2825.536
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q2,0.0494534,2549.243
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q2,0.0604641,3084.167
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2010Q2,0.0429642,2092.820
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2010Q2,0.0287189,1511.288
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2010Q2,0.0489310,2781.567
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2010Q2,0.1330936,6449.604
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2010Q2,0.0955975,4774.357
High level industry groups,Public administration and safety,SG01RSC02B01C08,2010Q2,0.0433397,2207.617
High level industry groups,Education and training,SG01RSC02B01C09,2010Q2,0.0470683,2308.755
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2010Q2,0.0605214,2981.544
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2010Q2,0.0322147,1626.006
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2010Q2,0.0781806,3615.836
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2010Q3,0.0657131,2542.136
High level industry groups,Mining,SG01RSC02B01A02,2010Q3,0.0205293,935.888
High level industry groups,Manufacturing,SG01RSC02B01B01,2010Q3,0.1081702,5222.635
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2010Q3,0.0311646,1557.408
High level industry groups,Construction,SG01RSC02B01B03,2010Q3,0.0538754,2717.116
High level industry groups,Wholesale trade,SG01RSC02B01C01,2010Q3,0.0494534,2645.392
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2010Q3,0.0604641,3091.415
